formula,expt_form_e,uncertainty,phaseinfo,reference,likely_mpid
CeAlO3,-3.732795359399385,0.00601127640063206,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19843
CeBr3,-2.298276796276137,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569850
CeCl3,-2.741608430822751,0.004404814603911423,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-582011
CeCrO3,-3.1776850766099822,0.024252390995653485,none,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20530
CeF3,-4.48928340160996,0.021764966278150565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-510560
CeH2,-0.6678044415184927,,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-505569
CeI3,-1.68367560565979,0.023837820209402998,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
CeN,-1.6914488079019867,0.1300715841860903,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2493
CeO2,-3.767066544396092,0.002763805241669913,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20194
CeS,-2.365644549041841,0.04352993255630113,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1096
Co(NO3)2,-0.48516297846480605,0.004376024965977362,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
Co2P,-0.6474213778611771,0.05942181269590313,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22204
Co2SiO4,-2.070929138316272,0.006810805774115142,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21856
Co3O4,-1.3473550553140825,0.006810805774115142,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-18748
Co3S4,-0.5315389723711601,0.03716330976745437,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-943
CoBr2,-0.7451909882852502,0.007254988759383522,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-30033
CoCO3,-1.4561798867048354,0.026117959533780676,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21434
CoCl2,-1.0796114225273097,0.005873086138548565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23240
CoF2,-2.319869024726683,0.031783760279203994,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-555908
CoF3,-2.0478708592460144,,cr,https://janaf.nist.gov/tables/Co-012.html,mp-559473
CoI2,-0.29641811216909814,0.03627494379691761,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569610
CoO,-1.2317934486467592,0.003109280896878652,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19079
CoP,-0.6503579209304514,0.09327842690635957,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22270
CoP3,-0.5301323929178102,0.08239594376728428,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1944
CoS2,-0.5289232281245796,0.029019955037534087,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2070
CoSO4,-1.5344301226096146,0.0029365430692742823,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19379
CoSb,-0.2166132358158794,0.04093886514223559,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2644
CoSeO3,-1.1968658599051558,0.021764966278150565,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-562826
CoWO4,-1.9730114668971093,0.006564037448966043,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19092
Cr(CO)6,-0.8589587790505283,0.0033484563504847025,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
Cr2(SO4)3,-1.7871049202000773,0.009693640443209915,none,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19361
Cr23C6,-0.11736641914194819,0.013473550553140827,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-723
Cr2N,-0.43357194728696763,0.04352993255630113,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-8780
Cr2O3,-2.352067355792138,0.015546404484393261,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19399
Cr3B4,-0.41634751819156046,,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-889
Cr3C2,-0.17702172572895794,0.026117959533780676,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20937
Cr5B3,-0.3224583396804569,,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-15617
Cr7C3,-0.16651857485930183,,cr,https://janaf.nist.gov/tables/C-140.html,mp-1196316
CrB,-0.4088704379395428,,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1080664
CrBr2,-1.0436819543856009,0.06494942317924296,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-567624
CrCl2,-1.3660107406953543,0.03627494379691761,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22857
CrCl3,-1.4776857462415793,0.028242634813314425,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-567504
CrF2,-2.6784727548333542,0.04042065165942248,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-554340
CrF3,-3.003047132901965,0.021764966278150565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-560338
CrI2,-0.5465424865402252,0.020383063657315608,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27215
CrN,-0.6073462018569634,0.04352993255630113,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2132
CrO3,-1.520956572056474,0.028242634813314425,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-510421
CrS,-0.806340179257197,0.04974849435005843,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-523
Cs2CO3,-1.9629926728960558,0.003627494379691761,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-616458
Cs2CrO4,-2.1162358028136463,0.004886012837952167,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-647813
Cs2MoO4,-2.2425318316249556,,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1194312
Cs2SO4,-2.1359871395585803,,cr,https://janaf.nist.gov/tables/Cs-023.html,mp-505782
Cs2SiO3,-2.6914280919036817,0.026083411968259803,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-505734
Cs2UO4,-2.8520989484082606,0.006810805774115142,none,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2991
CsBO2,-2.530954650059223,0.05415330895396985,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-561725
CsBr,-2.1008374593243424,0.00414570786250487,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-571222
CsCl,-2.294131088413632,0.002072853931252435,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-573697
CsClO4,-0.7552097822863036,0.002245591758856804,rhomb,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-30206
CsF,-2.8743902715239544,,cr,https://janaf.nist.gov/tables/Cs-008.html,mp-1784
CsH,-0.2798352807190787,0.002072853931252435,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1057286
CsHO,-1.4396868789251702,,cr,https://janaf.nist.gov/tables/Cs-012.html,
CsI,-1.7950915044646083,0.04352993255630113,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-614603
CsNO2,-0.9571403027558116,,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-3288
CsNO3,-1.0484495184274816,0.004352993255630113,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-561851
CsO2,-0.9887513252074114,0.007254988759383522,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1441
Cu2O,-0.5897511267371823,,cr,https://janaf.nist.gov/tables/Cu-019.html,mp-361
Cu2S,-0.27465314589094764,0.005873086138548565,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-581212
Cu2Sb,-0.04042065165942248,0.005873086138548565,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1825
Cu2Se,-0.22559560285130664,0.021764966278150565,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-16366
Cu2Te,-0.14440882387725293,0.04352993255630113,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1861
Cu3P,-0.39125117952389704,0.032647449417225846,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-7463
CuBr,-0.5420513030225117,0.006736775276570413,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22913
CuCN,0.3282018724483022,0.007254988759383522,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
CuCO3,-1.2358355138127017,0.0190702561675224,none,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27249
CuCl,-0.7155077199897154,,cr,https://janaf.nist.gov/tables/Cl-009.html,mp-22914
CuCl2,-0.7111720005168457,,cr,https://janaf.nist.gov/tables/Cl-079.html,mp-30999
CuF2,-1.861768305919895,0.029019955037534087,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1229
CuI,-0.3523851683129139,0.010882483139075283,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-570136
CuO,-0.8087395076826217,,cr,https://janaf.nist.gov/tables/Cu-015.html,mp-704645
CuS,-0.27102565151125585,0.021764966278150565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-555599
CuSO4,-1.3300501797446767,,cr,https://janaf.nist.gov/tables/Cu-017.html,mp-20525
CuSe,-0.2166132358158794,0.021764966278150565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-571486
Dy2O3,-3.8611050177439106,0.007876844938759252,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2345
DyCl3,-2.580184930926468,0.023837820209402998,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-28448
DyF3,-4.455599525227108,0.019433005605491577,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
Er2O3,-3.934069476123996,0.008705986511260226,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-679
ErCl3,-2.5713753017186454,0.007514095500790075,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
ErF3,-4.463372727469305,0.016323724708612923,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-9371
Eu2O3,-3.4465342314934233,0.007876844938759252,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1182469
EuCl3,-2.4337896220317647,0.011918910104701499,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-569895
EuF3,-4.195456356854928,,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19908
EuN,-1.1276325386013244,0.1300715841860903,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20340
EuO,-3.056941335114528,0.02798352807190787,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-21394
EuS,-2.341806728832438,0.08654165162978915,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20587
Fe2(SO4)3,-1.5747532282016843,,cr,https://janaf.nist.gov/tables/Fe-031.html,mp-540767
Fe2O3,-1.7111471388106785,,cr,https://janaf.nist.gov/tables/Fe-030.html,mp-19770
Fe2P,-0.5534519996444001,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-778
Fe2SiO4,-2.1781252987610404,0.011696818612067311,fayal,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-20313
Fe3C,0.06503579209304515,0.010882483139075283,cement,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-13154
Fe3O4,-1.6596008878582442,,cr,https://janaf.nist.gov/tables/Fe-032.html,mp-19306
Fe3P,-0.4249350559067491,,tetrag,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-18708
Fe4N,-0.023008678636902025,0.008705986511260226,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-535
FeBr2,-0.8598889058145517,0.005873086138548565,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-22880
FeCO3,-1.5351556214855533,0.006840417973133034,sider,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-18969
FeCl2,-1.1808357895034705,0.002763805241669913,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23229
FeCl3,-1.034872325177778,0.0025910674140655434,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23204
FeF2,-2.4385088194819162,,cr,https://janaf.nist.gov/tables/F-055.html,mp-556911
FeS,-0.5268728301109158,,cr,https://janaf.nist.gov/tables/Fe-023.html,mp-505531
FeS2,-0.5924907486829876,0.007254988759383522,pyrite,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1522
FeSO4,-1.6044718569466345,,cr,https://janaf.nist.gov/tables/Fe-022.html,mp-19254
FeWO4,-2.043143024904483,0.009327842690635956,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-19421
Ga2S3,-1.0702144847056319,0.026117959533780676,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-539
Ga2Se3,-0.8473826870959954,0.026117959533780676,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1340
Ga2Te3,-0.5698275457012942,0.03461666065191566,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
GaAs,-0.3839961907645135,0.032647449417225846,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2534
GaBr3,-1.001706662277739,0.006477668535163858,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-30953
GaCl3,-1.3595330721601908,0.011918910104701499,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-30952
GaI3,-0.6200424321858846,0.03135191571019307,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-30954
GaN,-0.5679619771631671,0.047675640418805995,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-804
GaP,-0.5311688198834364,0.04352993255630113,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2490
GaS,-1.0841026060450234,0.09742413476886444,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-2507
GaSb,-0.2274957189549547,0.008809629207822847,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1156
GaSe,-0.8239594376728429,0.06529489883445169,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1572
GaTe,-0.6503579209304514,0.06529489883445169,monocl,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-10009
Gd2O3,-3.7864822762188224,0.006840417973133034,cubic,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-504886
GdBr3,-2.147735779518929,,hex,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-27182
GdCl3,-2.6125732736022873,0.008550522466416292,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-23265
GdF3,-4.4024826432387645,0.011918910104701499,orth,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",
GeP,-0.14095406732516555,0.054412415695376415,cryst,"O. Kubaschewski, C. Alcock, P. Spencer, Materials Thermochemistry, 6th ed., Oxford, Pergamom Press, 1993.",mp-1095275
